short_name,overall,nationality,team_position,age,height_cm,weight_kg,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
O. Banks,65,England,LCM,26,190,75,64,55,62,65,54,58,62,62,63,64,56,52,58,61,64,68,69,82,73,65,75,57,59,64,53,63,59,62,59,14,14,8,15,14
O. Alseth,63,Norway,RB,24,183,77,53,36,58,58,32,58,37,36,43,56,70,76,60,56,61,48,66,71,74,46,70,66,41,32,57,50,54,64,62,10,8,11,11,12
Nono,69,Spain,LM,28,170,63,68,61,68,70,65,66,71,70,63,68,78,74,81,70,84,73,70,71,48,70,42,31,68,62,53,56,31,24,27,10,11,11,12,11
No Dong Geon,66,Korea Republic,GK,27,192,88,17,16,15,28,18,12,15,18,43,16,43,41,48,59,45,47,61,24,72,14,42,16,11,23,25,67,16,16,13,66,64,63,62,70
Nino,70,Spain,ST,39,169,68,59,77,53,68,59,66,65,68,49,69,63,54,73,81,80,63,73,37,61,69,60,49,82,65,75,81,48,42,37,10,6,15,12,6
Nilson Padilho,70,Brazil,LM,31,184,81,48,56,60,71,63,65,46,49,74,73,67,74,78,76,72,72,80,67,67,49,74,40,72,73,49,68,38,43,40,13,8,8,9,12
Neto,68,Brazil,GK,26,189,93,20,13,18,30,19,15,15,19,20,25,49,48,31,61,45,56,58,43,74,18,25,23,15,48,32,43,22,20,12,69,66,74,65,71
Nenê,70,Brazil,ST,35,183,78,47,74,74,66,72,60,66,62,47,65,43,52,63,67,67,74,90,47,76,67,80,20,75,60,71,80,19,30,22,4,4,4,4,4
Nathan,64,Brazil,LCB,24,188,78,43,39,63,59,39,50,41,39,62,57,75,71,72,57,72,64,82,64,69,42,68,64,47,39,47,47,55,66,63,10,11,11,9,8
Naranjo,70,Spain,LW,24,186,80,65,68,63,68,58,70,70,72,64,71,80,81,76,67,57,73,70,51,71,71,39,14,70,66,61,68,18,23,17,10,12,15,14,7
Nam Joon Jae,67,Korea Republic,RM,31,183,75,63,61,62,61,60,69,43,48,61,67,82,82,76,66,64,63,85,75,70,60,61,37,62,51,52,51,27,21,17,13,11,9,14,15
Nacho Méndez,69,Spain,LCM,21,179,77,68,57,44,71,54,68,66,70,68,70,68,66,73,67,74,62,54,75,64,56,65,56,67,71,56,69,52,55,52,8,13,10,6,8
Nacho Gil,69,Spain,LDM,23,170,69,66,66,30,67,47,71,68,62,62,70,80,76,73,63,82,62,36,52,37,65,50,30,64,67,59,62,33,25,27,5,8,7,14,14
Nacho,64,Spain,RM,26,177,70,68,64,55,58,63,67,73,46,57,68,79,74,68,53,72,66,66,48,65,60,51,20,57,58,75,55,48,23,21,12,14,7,8,15
N. Viola,70,Italy,LCM,29,180,77,71,57,62,75,58,65,70,69,71,70,70,61,72,69,63,67,67,73,73,70,68,63,49,73,61,66,56,57,56,14,6,9,11,11
N. Vidrio,68,Mexico,RCB,30,183,78,61,38,67,63,43,54,51,50,62,64,50,55,64,65,62,62,69,74,73,61,68,65,45,53,43,65,66,70,68,15,16,6,12,6
N. Valentini,68,Argentina,LCB,30,184,82,39,25,66,58,18,50,23,22,48,60,50,43,48,58,62,52,59,63,84,20,68,65,21,23,28,55,66,68,68,6,5,7,11,13
N. Ueda,69,Japan,RCB,24,186,77,32,24,72,61,22,31,25,22,52,56,52,57,59,61,52,53,70,78,70,21,61,64,28,29,30,60,69,75,70,6,8,9,13,9
N. Trott,61,England,GK,20,184,70,12,8,12,25,7,22,13,11,19,30,40,33,38,44,42,48,61,22,38,7,25,10,14,37,12,44,15,10,11,62,60,64,61,64
N. Tripichio,70,Argentina,RM,23,175,61,63,45,67,71,41,70,51,45,61,67,84,83,79,63,85,57,73,84,65,41,59,71,57,55,49,53,57,63,67,15,14,13,9,7
N. Topor-Stanley,65,Australia,LCB,34,191,90,54,31,64,59,29,45,26,20,61,49,45,49,37,56,43,59,82,83,89,45,67,62,26,51,41,61,62,60,57,15,16,8,12,10
N. Thomas,64,England,RW,24,178,80,62,59,33,56,56,66,61,45,53,62,87,85,82,54,81,63,81,67,63,63,33,39,54,50,59,55,46,30,27,11,14,15,13,10
N. Theuerkauf,70,Germany,LB,32,183,80,66,45,62,70,44,58,57,55,65,64,60,54,68,69,65,73,68,83,76,62,72,70,56,59,64,65,73,73,69,14,7,11,6,12
N. Tenaglia,65,Argentina,RB,23,182,71,54,27,54,67,34,63,31,40,41,61,69,76,66,60,70,30,60,59,58,33,66,60,51,55,40,67,62,68,69,12,7,9,8,8
N. Taylor,70,Wales,LB,30,175,75,64,30,61,68,35,67,69,34,67,71,71,66,70,65,81,46,76,73,62,47,66,66,60,64,44,67,71,71,72,15,16,14,16,6
N. Sutter,64,Switzerland,LCB,24,183,73,42,55,64,63,50,48,40,36,57,60,70,65,60,58,61,62,78,73,72,43,61,55,48,45,41,55,62,65,62,8,10,14,16,8
N. Storm,69,Belgium,LM,24,178,74,70,57,54,62,62,72,60,62,57,70,79,77,75,67,72,70,62,75,57,67,33,25,67,65,61,74,45,18,16,13,10,7,13,9
N. Sonko Sundberg,65,Sweden,RCB,23,187,84,34,41,66,53,44,43,35,30,57,56,66,73,56,57,57,55,79,66,82,46,66,62,33,44,39,53,62,62,60,8,10,14,11,7
N. Solís,67,Argentina,LW,25,170,70,66,66,40,63,62,73,60,61,46,67,78,81,90,66,86,64,62,47,37,59,31,18,60,63,55,56,30,36,38,10,10,11,13,10
N. Smith,62,England,LCB,23,182,72,28,24,62,30,28,22,29,24,24,30,58,60,51,60,65,31,80,81,70,19,67,60,22,26,32,57,65,64,60,8,10,7,6,15
N. Siega,68,Italy,RCM,28,178,73,65,58,60,68,56,73,59,54,62,70,81,77,80,65,74,60,57,64,66,57,63,62,58,61,52,61,59,59,58,9,11,15,6,15
N. Shipnoski,68,Germany,RM,21,184,73,59,56,35,64,55,73,53,35,49,69,87,87,78,64,76,60,53,69,43,54,34,25,60,58,56,49,21,24,30,12,15,10,6,13
N. Roșu,68,Romania,LDM,25,175,75,45,69,40,72,49,74,50,59,68,74,69,62,83,65,76,66,52,77,54,65,48,48,59,52,56,55,37,44,40,9,8,6,8,15
N. Röseler,69,Germany,RCB,27,190,80,37,28,68,65,32,56,34,36,65,60,60,56,68,65,38,44,67,68,75,38,67,67,48,53,40,70,66,71,68,8,15,8,7,7
N. Rnić,66,Serbia,LCB,34,179,73,57,24,62,60,29,37,46,32,53,59,45,43,62,59,75,63,77,51,74,50,72,64,39,41,46,66,67,67,62,7,14,16,9,7
N. Rieble,64,Germany,LB,23,183,80,60,33,61,56,37,62,45,32,62,59,69,70,67,61,65,63,71,73,69,46,68,62,40,52,35,62,63,62,61,7,9,7,6,12
N. Ralph,64,England,LB,26,175,70,60,41,58,58,35,62,49,43,54,62,75,79,81,62,80,50,73,72,45,44,51,58,55,54,45,52,60,60,59,15,13,14,13,12
N. Proschwitz,68,Germany,ST,32,192,86,47,72,77,59,62,54,41,47,44,59,40,43,45,69,42,73,67,73,87,58,73,19,73,57,73,65,29,22,15,15,16,14,6,13
N. Poulsen,67,Denmark,CDM,25,176,70,62,41,53,69,35,64,62,55,67,66,61,52,72,66,71,53,60,89,69,43,74,68,57,68,41,71,65,65,65,6,13,15,11,11
N. Pond,62,England,CB,34,190,80,36,30,64,49,25,37,33,29,50,42,31,29,29,60,47,45,44,63,82,26,70,59,25,38,38,56,61,62,61,14,8,8,14,10
N. Pierini,64,Italy,LW,20,176,70,63,59,54,62,55,66,63,64,53,65,73,74,70,61,66,54,57,41,48,61,51,33,60,57,62,60,22,39,38,11,5,7,8,10
N. Pérez,70,Argentina,RCB,19,186,75,21,21,66,65,22,18,21,32,42,58,65,61,48,75,55,42,69,41,63,16,72,71,18,22,40,51,65,75,72,9,8,8,9,6
N. Peñailillo,66,Chile,LB,27,184,75,67,61,62,71,49,64,64,74,62,65,80,71,57,62,54,75,82,71,79,72,71,60,64,59,70,51,58,67,57,8,9,10,16,15
N. Orellana,67,Chile,LW,23,180,73,68,68,70,67,44,69,62,42,66,70,73,71,74,52,68,70,75,73,80,64,50,26,68,62,66,65,36,13,21,10,13,15,11,15
N. Okafor,68,Switzerland,RM,19,185,85,69,54,60,64,51,74,72,43,43,72,78,81,79,63,68,70,63,71,70,68,53,20,62,57,54,54,40,25,20,14,14,11,6,5
N. Næss,66,Norway,LCB,26,183,82,54,44,62,70,34,54,49,58,69,57,49,60,60,62,61,72,72,73,75,56,67,65,49,54,51,62,64,65,63,12,16,15,11,9
N. Molina,66,Argentina,RB,21,175,70,65,24,47,64,30,60,52,32,58,64,79,69,72,62,74,53,75,78,65,38,60,70,56,50,38,63,60,65,58,12,13,8,5,10
N. Mileusnić,63,Australia,LW,25,180,71,48,60,40,56,48,65,51,42,41,62,91,91,78,56,71,62,36,73,64,47,38,20,58,57,53,56,18,23,24,12,8,10,9,15
N. Miatke,65,Germany,LM,29,178,76,66,44,55,62,45,66,69,61,59,66,82,77,80,62,82,65,77,71,56,48,71,60,56,51,43,63,59,64,63,13,15,10,7,13
N. McGinley,64,England,LCB,22,191,75,45,37,62,53,34,53,39,36,50,51,64,67,55,59,51,42,70,73,76,31,62,61,45,43,43,58,63,64,62,13,14,12,9,6
N. Maynard,66,England,LS,32,180,70,55,67,61,60,67,62,70,61,52,65,69,71,77,67,67,66,74,68,65,64,61,34,67,65,60,70,21,20,31,12,16,10,11,9
N. Maya,63,Mexico,RDM,34,173,77,66,51,58,63,54,69,68,61,61,61,61,59,69,62,62,62,63,60,62,62,61,61,62,59,69,65,64,58,64,7,14,16,8,15
N. Maturana,66,Chile,RW,25,163,63,64,59,47,66,41,66,64,61,65,66,78,75,73,58,77,65,54,63,52,67,54,39,65,66,40,49,37,54,48,14,11,12,8,7
N. Mason,64,England,RB,22,180,78,65,36,60,64,43,62,56,49,62,64,62,61,67,60,68,53,65,69,63,39,65,63,62,62,55,61,64,62,63,8,13,6,9,11
N. Mantl,63,Germany,GK,19,193,85,12,8,15,18,7,13,14,11,18,9,36,29,34,55,42,46,56,33,69,6,18,18,4,30,15,35,7,11,13,64,61,61,57,68
N. Malić,64,Austria,RCB,31,192,85,20,11,66,49,13,18,58,65,43,42,30,32,33,46,34,70,31,71,92,16,68,59,27,26,32,67,63,65,66,16,13,12,15,13
N. Maeda,64,Japan,RM,24,175,66,59,63,52,61,49,69,53,44,48,56,77,71,68,60,75,65,77,67,70,55,45,11,60,62,64,47,12,16,14,14,8,5,15,11
N. Lima,69,United States,LB,24,175,79,67,58,53,65,57,71,68,41,59,67,79,85,73,71,67,78,65,78,68,61,75,64,64,60,55,61,66,64,65,9,12,14,8,11
N. Law,66,England,LM,31,178,73,60,58,50,61,43,65,61,63,57,66,72,71,75,65,74,60,77,88,63,51,56,59,60,63,62,64,47,45,42,16,8,16,16,16
N. Lavanchy,66,Switzerland,RM,25,174,73,71,62,56,57,59,63,67,58,54,66,79,80,76,60,80,57,73,81,52,58,65,53,72,64,54,59,62,61,60,12,12,9,10,9
N. Laursen,65,Denmark,RAM,21,183,70,66,62,50,60,58,71,67,66,55,70,79,78,78,59,67,64,51,39,55,52,42,34,55,62,54,60,36,28,26,7,7,7,11,6
N. Larsen,67,Denmark,GK,28,190,83,12,11,13,44,12,14,16,12,27,19,39,48,35,47,28,48,57,22,69,13,16,20,12,48,19,57,22,11,10,68,66,64,69,70
N. Landgraf,65,Germany,LCB,23,180,68,64,29,55,61,31,59,56,49,49,58,76,72,77,65,77,60,85,70,65,51,70,62,49,48,36,60,64,65,64,6,13,9,11,13
N. Kreuzer,68,Germany,RM,26,178,76,67,56,41,64,60,66,72,72,52,64,82,85,79,62,79,66,79,90,61,56,77,58,64,60,50,57,62,64,63,10,13,15,16,10
N. Körber,69,Germany,GK,22,186,84,13,11,17,24,14,18,13,14,24,20,33,37,46,61,43,44,63,28,55,16,22,14,12,21,15,25,9,13,14,71,64,59,67,75
N. Konstandopoulos,61,Australia,RCM,23,178,76,52,43,51,66,38,63,44,48,60,63,71,70,72,52,65,49,45,73,60,49,53,51,57,56,43,58,54,56,50,11,13,11,11,14
N. Knight-Percival,64,England,LCB,32,182,73,26,26,65,52,31,41,38,25,47,45,63,65,60,54,61,41,80,74,77,26,71,60,32,32,34,56,61,64,63,12,11,12,11,15
N. Kilkenny,68,Australia,LCM,33,173,67,62,41,36,72,55,65,67,70,68,67,39,39,69,66,76,59,74,70,68,49,87,66,63,70,53,72,59,64,60,16,12,13,13,15
N. Kijewski,66,Germany,LB,23,176,74,63,30,58,61,28,66,57,53,67,66,77,74,73,58,76,49,90,71,59,46,60,68,48,50,34,60,60,64,65,6,6,9,8,8
N. Jüllich,62,Germany,LCM,29,182,70,47,53,46,65,41,61,56,49,61,63,65,65,71,61,70,53,69,69,63,55,48,63,54,57,51,60,46,47,49,16,6,8,10,14
N. Ishihara,65,Japan,LS,34,173,62,37,66,61,64,69,59,51,53,61,67,65,47,74,61,76,69,72,64,55,64,50,32,70,62,67,47,26,26,29,14,9,11,11,8
N. Ibáñez,70,Argentina,RS,24,178,76,39,70,70,61,64,63,58,41,58,64,73,74,70,67,72,71,77,73,71,63,55,18,72,58,59,63,45,22,21,11,6,12,13,13
N. Hoheneder,64,Austria,RCB,32,190,79,32,32,68,53,28,37,28,34,48,48,31,32,44,58,45,49,71,52,74,26,73,59,28,43,37,66,55,70,64,14,11,12,13,12
N. Heidemann,64,Germany,LB,24,185,78,66,38,55,55,37,58,41,36,54,56,74,74,61,57,55,60,63,80,75,39,61,62,37,41,42,44,61,59,58,8,10,13,8,14
N. Hammann,66,Germany,LB,31,185,79,68,50,59,63,30,56,69,67,71,62,70,69,59,60,61,72,85,70,74,65,77,66,52,43,62,59,62,64,61,9,12,12,10,9
N. Haas,70,Switzerland,LCM,23,181,74,64,52,59,75,50,69,60,57,70,71,75,79,84,69,82,67,67,76,62,61,66,61,59,71,55,66,64,63,62,10,15,7,6,9
N. Gorobsov,67,Argentina,LDM,29,179,75,54,55,62,69,51,73,59,62,63,71,73,70,66,61,68,57,59,57,65,60,44,59,63,59,58,56,61,59,58,9,8,9,11,13
N. Giménez,69,Argentina,CAM,23,179,77,60,59,46,70,56,73,80,72,66,71,73,71,67,58,63,83,60,71,76,74,55,47,61,65,70,68,49,57,53,14,13,9,10,8
N. Gil,63,Colombia,LCB,22,183,77,56,33,50,58,38,42,45,40,45,59,66,62,62,63,75,47,69,72,69,36,64,62,51,46,43,50,72,64,61,14,7,11,11,15
N. Gerzić,67,Sweden,RCM,35,175,79,65,43,34,70,49,67,76,74,72,71,58,41,68,67,84,57,64,65,66,61,75,60,47,71,60,72,61,58,47,13,9,15,14,15
N. Gavory,70,France,LB,24,183,76,83,51,64,72,59,66,75,69,74,66,72,74,72,67,62,74,81,82,64,61,59,60,60,69,55,65,63,64,66,12,16,7,9,16
N. Fujita,67,Japan,LCM,32,176,72,64,61,48,72,39,60,59,44,64,73,51,49,65,66,69,65,63,67,73,58,62,61,47,69,48,68,62,64,55,11,13,14,5,11
N. Fröling,61,Sweden,LS,19,180,80,59,61,41,52,49,62,29,46,38,59,73,71,70,52,80,66,68,70,69,64,76,28,63,57,60,55,38,37,16,5,11,15,14,14
N. Freire,66,Argentina,RCB,25,186,80,33,26,64,49,31,45,29,29,32,53,51,54,37,58,54,40,66,60,81,21,72,65,24,29,40,59,64,65,62,7,16,10,12,11
N. Fitzgerald,61,Australia,LM,27,175,70,54,58,43,54,56,58,60,49,49,58,80,83,81,52,73,55,71,79,62,60,47,41,55,56,56,53,45,40,32,11,7,14,12,14
N. Fernández,61,Chile,RM,19,170,66,61,40,64,62,31,63,48,36,58,60,73,72,75,51,74,48,73,71,56,33,53,61,61,50,45,48,56,61,56,7,8,12,10,7
N. Ferguson,63,England,RB,18,181,70,35,29,57,57,30,32,30,33,39,50,55,65,47,60,66,41,68,69,59,30,54,65,28,36,45,46,64,67,68,8,9,10,13,11
N. Feldhahn,64,Germany,LCB,32,190,85,46,21,58,64,26,47,36,26,53,59,46,53,31,61,54,58,55,53,79,48,64,60,37,54,29,62,61,65,61,11,15,16,8,15
N. Estévez,65,Argentina,RCM,23,181,75,65,64,52,66,59,64,56,46,64,66,69,69,72,55,66,65,62,64,60,56,50,62,63,61,64,59,63,58,57,14,12,9,12,10
N. Eardley,67,Wales,RB,30,180,74,69,43,59,63,49,57,67,65,63,63,59,65,74,63,76,59,75,78,63,56,59,66,49,52,61,64,70,66,64,6,9,8,7,10
N. Dyer,69,England,RM,31,167,62,62,64,32,69,52,74,58,42,59,73,79,76,85,66,92,73,74,62,47,71,69,35,66,60,70,67,43,45,48,12,11,14,8,16
N. Dumitru,67,Italy,LM,27,184,78,58,63,58,63,63,62,50,39,50,65,80,90,76,66,57,63,78,75,70,58,49,30,68,60,53,62,48,34,26,13,8,6,15,10
N. Devlin,65,Scotland,RB,25,183,73,58,54,54,56,40,61,55,43,53,56,89,89,71,56,67,57,68,88,72,45,85,57,57,54,50,57,55,59,61,10,9,8,11,14
N. Delfouneso,63,England,LS,28,186,78,54,60,64,64,61,67,61,36,48,63,63,71,76,58,69,63,73,59,66,59,27,19,65,61,56,57,28,28,19,9,11,10,9,6
N. DeLeon,67,United States,RM,28,178,77,64,57,55,66,55,66,69,59,63,66,74,68,69,65,66,70,70,77,64,67,70,56,64,61,52,63,59,58,56,8,12,7,8,14
N. De Medina,64,Belgium,RCB,21,182,82,60,43,60,63,46,59,31,34,65,64,66,68,66,61,65,43,69,38,69,34,65,58,18,48,32,58,60,66,64,11,13,11,13,7
N. Dams,69,Germany,LCB,29,184,77,41,22,62,60,13,46,44,48,56,56,63,61,66,65,63,55,85,68,74,21,69,70,28,49,42,59,66,69,68,9,15,11,15,15
N. Citro,68,Italy,RS,30,172,60,59,70,60,70,61,70,60,58,48,74,74,69,80,61,84,64,53,59,44,64,40,23,72,66,65,56,19,23,22,8,11,10,13,9
N. Casale,61,Italy,LCB,21,191,80,37,24,56,37,29,32,28,36,30,43,57,58,43,52,56,42,67,61,73,29,64,62,33,37,45,54,56,65,62,14,8,13,13,9
N. Carnat,62,Romania,ST,21,181,73,58,56,38,56,44,61,49,47,50,63,71,78,71,62,71,56,58,64,66,48,40,28,55,59,46,62,42,34,33,12,11,6,14,12
N. Canavan,63,Republic of Ireland,CB,28,191,76,15,15,67,36,12,27,15,14,29,34,49,52,59,61,40,21,80,61,81,12,50,64,30,33,15,45,63,64,62,6,10,11,14,6
N. Byrne,69,England,RB,27,172,70,69,51,54,67,45,68,49,33,63,68,90,84,75,63,79,56,66,79,62,55,62,58,56,52,42,55,66,65,63,8,8,7,10,11
N. Butzen,66,Germany,RB,26,179,76,67,56,49,64,35,65,48,60,57,64,81,78,81,61,75,47,84,90,64,33,52,60,57,51,35,49,61,56,56,5,11,14,9,12
N. Bustos,65,Argentina,ST,20,175,76,61,64,57,64,54,66,55,32,51,63,72,74,76,65,76,62,60,68,66,60,28,20,64,57,70,60,30,16,18,11,14,10,14,12
N. Busch Thor,65,Sweden,RCM,33,180,82,60,46,55,64,43,59,48,29,68,63,54,52,68,70,71,54,66,59,73,51,73,66,43,67,41,65,58,59,56,12,6,12,11,6
N. Brock-Madsen,64,Denmark,RS,26,190,80,33,64,67,58,51,58,42,22,41,62,59,64,53,57,42,64,57,76,83,59,56,25,61,53,56,48,34,40,25,9,6,13,6,9
N. Broadhead,61,Wales,LM,21,178,73,55,59,52,58,60,64,60,54,42,62,63,63,68,56,71,65,53,53,55,62,38,26,60,59,61,60,30,28,30,9,8,7,7,8
N. Brighenti,69,Italy,RCB,29,178,75,49,24,72,55,24,48,37,32,52,53,68,61,73,65,70,47,82,66,73,39,70,67,19,25,48,62,69,69,69,11,9,11,6,11
N. Breitenbruch,64,Argentina,RCB,23,177,75,57,38,71,64,33,47,44,33,44,65,63,65,60,63,65,40,72,83,66,36,71,61,55,48,44,52,58,64,55,15,12,7,10,8
N. Boogaard,65,Australia,RCB,32,188,88,21,23,61,59,20,33,19,18,63,43,48,48,41,56,41,42,80,51,85,23,75,62,24,36,27,52,61,64,62,12,9,12,9,6
N. Bishop,65,England,LCM,37,186,81,44,58,62,65,51,56,50,53,63,63,64,60,65,68,68,57,79,86,72,58,80,68,57,58,47,71,67,67,65,8,7,10,9,8
N. Baumann,65,Switzerland,GK,23,192,83,13,9,13,19,5,10,12,12,21,20,28,18,39,53,32,49,51,24,62,6,20,12,5,40,11,53,30,11,11,66,62,65,63,69
N. Barrios,70,Argentina,RW,21,156,58,63,63,47,73,51,73,63,45,65,70,84,70,70,65,94,65,63,51,28,64,42,26,66,67,57,65,44,40,51,13,8,7,12,6
N. Bärkroth,65,Sweden,LW,27,172,75,67,58,33,60,51,67,65,56,62,63,83,80,85,58,86,61,78,65,59,55,55,25,60,65,58,59,47,26,38,8,8,15,9,15
N. Bakker,66,Netherlands,LCB,26,189,81,51,32,68,63,29,52,35,29,60,58,69,67,43,55,59,42,75,64,79,32,59,63,22,39,45,52,61,68,65,7,10,12,7,8
N. Bakboord,65,Netherlands,RB,20,177,74,63,38,60,61,25,59,25,30,60,65,76,74,72,54,73,45,74,67,58,43,67,64,25,48,41,53,55,66,63,11,11,14,13,6
N. Backman,68,Sweden,RCB,30,186,80,45,40,68,55,29,43,46,53,59,56,52,54,64,69,55,74,75,60,78,57,64,67,29,42,50,65,70,67,65,14,11,10,15,6
N. Atkinson,64,Australia,RB,20,181,72,59,46,38,61,31,65,65,38,55,64,81,78,86,62,89,44,89,76,74,43,55,54,66,60,51,66,64,65,60,15,11,12,12,6
N. Alho,63,Finland,RB,26,172,75,67,55,38,62,51,67,63,64,59,65,81,80,81,57,84,62,80,80,62,61,48,56,58,60,52,56,58,57,54,15,6,14,9,14
N. Al Subhi,63,Saudi Arabia,LCB,29,180,74,54,23,65,46,22,47,66,40,22,45,55,59,54,57,50,70,80,76,76,63,71,62,41,33,39,49,58,60,62,11,11,12,10,15
N. Al Muwallad,60,Saudi Arabia,CDM,26,176,74,47,27,51,56,26,58,32,32,52,59,69,71,65,61,64,66,70,73,64,53,60,57,39,57,41,56,58,62,59,12,6,10,8,15
N. Ajose,64,England,RS,27,173,78,56,62,59,46,55,61,61,56,35,60,74,73,77,61,73,69,58,66,60,64,46,32,68,59,64,62,34,20,12,8,13,12,16,15
N. Adams,66,Wales,RM,32,178,70,68,57,38,64,56,64,67,58,63,63,70,66,61,59,79,58,77,83,64,54,51,51,57,69,59,61,54,58,54,8,8,7,7,8
Murilo Mendes,63,Brazil,RF,24,179,73,42,62,56,57,42,73,42,41,35,72,76,78,76,56,64,62,56,60,56,56,38,16,56,51,61,54,20,18,16,8,13,9,8,9
Muralha,69,Brazil,RDM,26,176,81,64,66,66,70,58,71,61,60,66,73,70,70,77,64,71,68,82,69,75,71,78,67,72,62,56,70,65,67,67,15,15,10,7,16
Mossa,70,Spain,LB,30,178,72,71,42,57,69,39,65,70,58,66,66,70,72,72,66,66,67,74,91,67,63,71,66,65,59,44,69,63,65,66,10,13,6,12,7
Moon Chang Jin,65,Korea Republic,LM,25,170,63,61,65,40,66,45,70,64,68,65,68,68,75,85,65,76,64,47,63,59,45,32,43,70,70,56,60,48,40,22,10,14,12,10,7
Ming Tian,60,China PR,RWB,24,180,71,50,27,50,47,24,56,35,28,42,59,77,75,70,59,59,25,71,75,59,28,56,53,58,52,35,53,56,60,57,12,7,10,6,7
Milton Menceiros,70,Brazil,LCB,27,182,84,38,44,68,66,52,51,55,40,56,59,76,68,71,73,67,61,85,64,74,46,67,76,50,64,49,78,66,66,66,7,7,7,9,12
Mikel Iribas,64,Spain,RB,31,183,78,68,47,53,61,35,55,66,63,54,59,71,72,58,70,61,68,64,74,74,59,79,54,45,48,46,61,52,63,64,11,15,9,8,13
Míchel Zabaco,67,Spain,LCB,30,186,76,36,32,63,58,37,38,43,52,55,56,51,56,42,65,45,59,60,59,74,30,70,61,26,32,51,57,67,69,68,7,14,9,9,11
Mi Haolun,64,China PR,LB,26,175,60,58,65,57,59,48,57,45,38,60,54,82,81,92,58,81,52,78,67,62,53,57,64,58,62,31,60,63,64,61,7,7,7,11,16
Messias,69,Brazil,RCB,24,192,88,34,25,72,47,34,33,27,21,41,48,60,59,34,65,42,54,69,61,84,20,77,65,37,31,47,54,73,67,64,6,5,14,7,7
Merquelanz,68,Spain,RW,24,176,72,65,65,36,68,40,72,62,43,59,71,70,68,68,64,78,54,49,56,60,62,50,39,66,65,44,61,25,45,47,12,14,14,7,7
Mauro Júnior,69,Brazil,LM,20,171,62,62,58,45,64,62,75,73,74,52,74,83,77,86,62,73,69,50,65,31,67,34,43,57,72,68,66,48,45,38,7,14,6,13,8
Matheus Reis,69,Brazil,LB,24,184,79,68,44,58,65,42,64,47,46,40,66,67,65,59,66,57,40,74,73,77,42,57,67,50,47,49,65,65,74,72,6,14,10,7,14
Mateus Pasinato,69,Brazil,GK,27,192,86,14,6,13,21,9,9,14,11,21,18,28,16,21,65,26,53,33,24,60,6,28,7,8,51,19,29,8,14,11,69,66,71,70,66
Mateus,65,Brazil,LM,24,167,69,63,45,45,62,43,68,56,53,54,64,85,80,76,54,84,70,85,72,64,55,47,43,56,57,50,52,23,50,43,6,9,11,11,13
Marlon,67,Brazil,LB,22,173,68,70,54,43,65,41,72,68,66,61,70,77,81,72,62,70,56,60,70,64,35,65,64,70,31,45,60,66,64,61,11,13,12,8,9
Mario Ortíz,68,Spain,RDM,30,178,65,58,43,49,72,57,49,65,55,70,68,65,53,75,64,80,61,68,90,66,58,64,68,56,69,40,59,58,58,49,11,16,7,14,8
Mario Barco,68,Spain,ST,26,183,84,56,69,65,61,69,64,47,55,46,66,63,67,58,59,52,75,72,36,75,63,33,20,65,55,66,55,52,28,16,6,16,7,11,15
Marcinho,63,Brazil,RW,24,173,66,55,60,54,52,63,68,45,55,50,72,72,73,66,59,73,68,72,66,50,58,54,24,63,48,66,57,23,36,35,12,15,14,8,14
Marcelo Freitas,65,Brazil,CAM,25,183,76,60,58,57,66,59,66,64,63,63,68,48,59,72,59,66,70,70,85,70,65,66,49,59,64,61,62,47,55,47,14,6,10,7,12
Maracás,68,Brazil,LCB,25,184,71,40,26,70,56,28,47,33,35,48,52,69,68,60,63,61,48,83,66,64,20,68,69,24,28,47,64,70,65,71,13,5,11,6,12
Manu García,66,Spain,GK,28,192,88,12,6,13,28,6,11,12,13,32,18,35,37,40,65,27,38,55,27,75,10,42,10,8,40,17,58,20,15,12,68,63,51,62,70
Manu Barreiro,69,Spain,ST,32,191,81,36,65,70,68,71,68,62,69,50,70,51,55,69,69,58,69,67,70,89,64,56,33,73,56,70,66,32,18,19,6,9,6,13,9
Manolo Reina,70,Spain,GK,34,186,81,8,10,12,30,13,12,20,12,36,18,54,59,57,70,58,49,68,44,65,20,35,23,9,31,24,50,17,11,12,67,68,65,73,70
Maikel Mesa,69,Spain,RM,28,188,79,62,66,66,69,59,69,63,56,67,68,70,71,72,65,68,70,68,72,74,67,65,64,66,69,56,65,59,65,64,10,8,15,7,7
Magno,70,Brazil,RS,31,178,77,63,72,59,72,61,71,72,70,68,74,72,69,61,65,71,68,54,71,64,66,53,48,72,73,68,70,42,35,29,9,7,14,7,11
Macarinho Louro,70,Brazil,RW,31,175,70,77,61,56,71,51,75,55,56,72,77,87,77,83,66,82,54,51,56,58,62,37,26,59,53,71,72,38,25,26,9,9,11,12,11
